sheet,row,record,column,class,workbook,displayed,now,note
Properties,1234,V001231,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1235,V001232,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1236,V001233,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1237,V001234,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1238,V001235,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1239,V001236,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1240,V001237,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1241,V001238,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1242,V001239,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1243,V001240,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1244,V001241,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1245,V001242,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1246,V001243,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1247,V001244,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1248,V001245,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1249,V001246,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1250,V001247,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1251,V001248,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1252,V001249,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1253,V001250,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1254,V001251,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
